312.05,-0.15322,-0.11491,9.88261
312.97,-0.30644,-0.19152,9.806
313.89,-0.19152,-0.15322,9.88261
314.8,-0.26813,-0.15322,9.806
315.72,-0.30644,-0.22983,9.76769
316.64,-0.26813,-0.11491,9.8443
317.55,-0.15322,-0.07661,9.8443
318.47,-0.19152,-0.15322,9.806
319.38,-0.42135,-0.19152,9.88261
320.31,-0.26813,-0.19152,9.8443
321.22,-0.30644,-0.07661,9.806
322.14,-0.30644,-0.07661,9.76769
323.06,-0.38305,-0.15322,9.38465
323.97,-0.22983,-0.11491,10.03583
324.91,-0.42135,-0.11491,9.8443
325.83,-0.38305,-0.15322,9.76769
326.74,-0.22983,-0.19152,10.03583
327.68,-0.22983,-0.11491,9.806
328.6,-0.22983,-0.15322,9.53786
329.52,-0.19152,-0.22983,9.46126
330.43,-0.19152,-0.11491,9.99752
331.35,-0.42135,-0.11491,9.61448
332.27,-0.19152,-0.15322,9.72939
333.18,-0.19152,-0.0383,9.806
334.1,-0.26813,-0.19152,9.95922
335.02,-0.53627,-0.15322,9.99752
335.93,-0.42135,-0.19152,9.92091
336.85,-0.15322,-0.11491,9.46126
337.76,-0.11491,-0.11491,10.07413
338.7,-0.42135,-0.07661,9.92091
339.62,-0.22983,-0.22983,9.49956
340.54,-0.42135,-0.15322,9.76769
341.45,-0.49796,-0.11491,9.99752
342.37,-0.38305,-0.15322,9.95922
343.29,-0.34474,-0.22983,9.57617
344.2,-0.38305,-0.11491,9.38465
345.12,-0.19152,-0.15322,9.806
346.03,-0.19152,-0.15322,9.49956
346.95,-0.07661,-0.11491,9.95922
347.87,-0.15322,-0.0383,9.806
348.78,-0.38305,-0.07661,9.53786
349.7,-0.30644,-0.19152,9.806
350.61,-0.45966,-0.11491,9.72939
351.53,-0.22983,-0.19152,9.69109
352.45,-0.22983,-0.19152,9.65278
353.36,-0.07661,-0.11491,9.72939
354.28,-0.30644,-0.07661,9.8443
355.19,-0.34474,-0.15322,9.88261
356.11,-0.26813,-0.15322,9.65278
357.03,-0.26813,-0.11491,9.806
357.94,-0.34474,-0.15322,9.88261
358.86,-0.26813,-0.15322,9.806
359.78,-0.34474,-0.07661,9.92091
360.69,-0.26813,-0.15322,9.806
361.61,-0.22983,-0.11491,9.69109
362.52,-0.19152,-0.11491,9.806
363.44,-0.26813,-0.07661,9.76769
364.35,-0.42135,-0.07661,10.11243
365.3,-0.30644,-0.15322,9.806
366.21,-0.26813,-0.19152,9.806
367.13,-0.26813,-0.19152,9.806
368.04,-0.26813,-0.15322,9.8443
368.96,-0.30644,-0.0383,9.8443
369.88,-0.0383,-0.15322,9.95922
370.79,-0.34474,-0.11491,9.49956
371.71,-0.53627,-0.11491,9.95922
372.62,-0.49796,-0.11491,9.57617
373.55,-0.34474,-0.11491,9.88261
374.46,-0.19152,-0.19152,9.61448
375.38,-0.34474,-0.0383,9.57617
376.3,-0.22983,-0.11491,9.69109
377.21,-0.34474,-0.11491,9.99752
378.13,-0.30644,-0.11491,9.806
379.05,-0.26813,0,9.99752
379.94,-0.19152,-0.15322,9.806
380.85,-0.19152,-0.11491,9.806
381.77,-0.34474,-0.11491,9.806
382.68,-0.26813,-0.07661,9.806
383.6,-0.30644,-0.0383,9.88261
384.52,-0.34474,-0.19152,9.806
385.43,-0.19152,-0.11491,9.806
386.35,-0.30644,-0.11491,9.806
387.27,-0.19152,-0.15322,9.8443
388.18,-0.26813,-0.19152,9.806
389.1,-0.30644,-0.19152,9.8443
390.01,-0.34474,-0.22983,9.88261
390.94,-0.26813,-0.07661,9.806
391.85,-0.07661,-0.15322,9.76769
392.77,-0.26813,-0.11491,9.92091
393.69,-0.26813,-0.15322,9.57617
394.6,-0.19152,-0.19152,9.69109
395.52,-0.11491,-0.19152,9.92091
396.43,-0.26813,-0.15322,9.53786
397.35,-0.30644,-0.07661,9.72939
398.27,-0.22983,-0.0383,9.57617
399.18,-0.0383,-0.07661,9.69109
400.1,-0.38305,-0.22983,9.57617
401.01,-0.11491,-0.07661,9.72939
401.93,-0.19152,-0.15322,9.806
402.85,-0.38305,-0.0383,10.07413
403.79,-0.19152,-0.07661,9.806
404.7,-0.38305,-0.19152,9.806
405.62,-0.22983,-0.15322,9.76769
406.53,-0.30644,-0.19152,9.8443
